Plant Code,Plant Name,State,County,solar_mw,Latitude,Longitude,landfalls_100km
62505,G.S.E. One LLC,TX,Fannin,83.0,33.500378,-96.146489,0
67171,Foxhound,VA,Halifax,83.0,36.875897,-78.741874,0
59450,"Decatur Parkway Solar Project, LLC",GA,Decatur,80.0,30.991944,-84.633889,0
59944,"Conetoe II Solar, LLC",NC,Edgecombe,80.0,35.822,-77.481,0
60127,"Eastern Shore Solar, LLC",VA,Accomack,80.0,37.943895,-75.569556,0
62340,"Aulander Holloman Solar, LLC",NC,Hertford,80.0,36.29116,-77.066561,0
62768,Piney Creek Solar,VA,Halifax,80.0,36.818554,-78.771892,0
62813,Grasshopper Solar,VA,Mecklenburg,80.0,36.85,-78.45,0
63549,Water Strider Solar,VA,Halifax,80.0,37.016375,-79.027061,0
63745,"Greensville County Solar Project, LLC",VA,Greensville,80.0,36.64,-77.57,0
63797,Ellis Solar LLC,TX,Ellis,80.0,32.467194,-97.054333,0
64019,Altavista Solar,VA,Campbell,80.0,37.148199,-79.347497,0
64144,"Harts Mill Solar, LLC",NC,Edgecombe,80.0,35.9,-77.64,0
64150,Lancaster Solar GA,GA,Randolph,80.0,31.766506,-84.797206,0
66025,Blackwater Solar,GA,Ware,80.0,31.394022,-82.625047,0
66173,SR Ailey,GA,Montgomery,80.0,32.193594,-82.538735,0
66542,Bulldog Solar LLC,GA,Warren,80.0,33.371,-82.678,0
67021,CPV Stagecoach Solar,GA,Macon,80.0,32.197779,-84.069313,0
68774,Fountain Creek Solar,VA,Greensville,80.0,36.59,-77.67,0
63076,Gutenberg Solar,NC,Northampton,79.9,36.486428,-77.534825,0
60583,LaFayette Solar Farm,AL,Chambers,79.2,32.876313,-85.38821,0
65106,"Phobos Solar, LLC",NC,Nash,78.8,35.882921,-78.154961,0
59671,Innovative Solar 46,NC,Cumberland,78.5,34.918194,-78.94355,0
66543,Cane Creek,MS,Clarke,78.5,31.976997,-88.887575,0
60082,"White Oak Solar, LLC",GA,Burke,76.5,33.036789,-82.111292,0
60058,"River Bend Solar, LLC (AL)",AL,Lauderdale,75.0,34.831511,-87.842204,0
62012,Pleinmont Solar 1,VA,Spotsylvania,75.0,38.247123,-77.786223,0
63808,"Allora Solar, LLC",SC,Lexington,75.0,33.899338,-81.400467,0
63810,"Centerfield Cooper Solar, LLC",SC,Chesterfield,75.0,34.708762,-80.118838,0
63813,"Gunsight Solar, LLC",SC,Lexington,75.0,33.761136,-81.066705,0
66837,Alton Post Office Solar,VA,Halifax,75.0,36.568918,-79.032915,0
66841,Foxglove Solar,VA,Frederick,75.0,39.073825,-78.280117,0
60030,Pecan Solar,NC,Northampton,74.9,36.481008,-77.481164,0
61011,Chestnut Solar,NC,Halifax,74.9,36.18,-77.712,0
61790,"Shaw Creek Solar, LLC",SC,Aiken,74.9,33.674689,-81.754444,0
66709,Beulah Solar,SC,Saluda,74.9,33.945207,-81.571162,0
59589,Rutherford Farm,NC,Rutherford,74.8,35.257778,-81.830556,0
61610,NC 102 Project LLC,NC,Cabarrus,74.8,35.2925,-80.4975,0
66128,Lake Mabel Solar and Battery Storage,FL,Polk,74.5,27.9788,-81.61015,0
66237,Misenheimer Solar LLC,NC,Stanly,74.4,35.478126,-80.300126,0
62058,SR Terrell,GA,Terrell,74.0,31.871387,-84.361952,0
66717,Eastover Solar,SC,Richland,73.6,33.918542,-80.6467,0
63839,Midlands,SC,Calhoun,72.1,33.648979,-80.942818,0
67023,Dileo Solar,TX,Hill,71.4,31.78,-97.51,0
60539,Innovative Solar 42,NC,Bladen,71.0,34.847627,-78.877359,0
65107,"Cabin Creek Solar, LLC",NC,Montgomery,70.2,35.33604,-79.741698,0
63548,Lily Solar,SC,Allendale,70.0,33.094931,-81.434842,0
64840,"SR Cedar Springs, LLC",GA,Early,70.0,31.2453,-85.086975,0
65305,Powells Creek Solar - Hybrid,VA,Halifax,70.0,36.55467,-79.0286,0
66026,Hobnail Solar,GA,Burke,70.0,33.262,-82.178,0
62668,Maiden Creek Solar Power Plant,NC,Catawba,69.3,35.593,-81.167,0
64151,SR Perry,GA,Houston,68.0,32.39597,-83.762901,0
62235,Lone Star Solar,SC,Calhoun,66.0,33.648767,-80.639122,0
66635,Caden Energix Axton LLC,VA,Henry,66.0,36.667889,-79.755013,0
60380,"Shoe Creek Solar, LLC",NC,Scotland,65.0,34.84492,-79.38472,0
62951,Hawtree Solar,NC,Warren,65.0,36.533,-78.105,0
66172,SR DeSoto II,GA,Lee,65.0,31.87042,-84.03574,0
66839,Crystal Hill Solar,VA,Halifax,64.7,36.839909,-78.938199,0
66316,Madison Solar (VA),VA,Orange,62.5,38.28775,-77.840046,0
63807,"Sugar Solar, LLC",NC,Yadkin,60.0,36.1607,-80.6574,0
63909,Otter Creek Solar,VA,Mecklenburg,60.0,36.807131,-78.509769,0
66825,SR DeSoto III,GA,Lee,60.0,31.868033,-84.007772,0
62758,Meherrin Solar,VA,Greensville,59.6,36.59,-77.65,0
62773,"BT Cooke Solar, LLC",TX,Cooke,59.0,33.5493,-97.1798,0
62774,Kellam Solar,TX,Van Zandt,59.0,32.4744,-95.7156,0
63350,OE_GA3,GA,Mitchell,57.5,31.196185,-84.147539,0
67342,Carvers Creek Solar,VA,Gloucester,54.9,37.56189,-76.605373,0
60383,Monroe Solar Facility,NC,Union,54.6,34.929945,-80.625615,0
60554,Hazlehurst II,GA,Jeff Davis,52.5,31.819444,-82.602222,0
62163,Meridian III,MS,Lauderdale,52.5,32.453955,-88.549484,0
60303,Sumrall II Solar Farm,MS,Lamar,52.0,31.397089,-89.485884,0
60306,Sumrall I Solar Farm,MS,Lamar,52.0,31.403531,-89.49764,0
60063,"Live Oak Solar, LLC",GA,Candler,51.0,32.423798,-82.102824,0
65307,Sunnybrook Solar Project - Hybrid,VA,Halifax,51.0,36.798717,-78.83961,0
60623,Brantley Solar,NC,Nash,50.2,35.890485,-78.155153,0
60624,Fox Creek Solar,NC,Franklin,50.2,36.126912,-78.273106,0
60682,Pearl Solar,TX,Pecos,50.0,30.98784,-102.26831,0
60989,SolaireHolman Solar Project,TX,Brewster,50.0,30.45512,-103.4747,0
61512,"Bullock Solar, LLC",NC,Vance,50.0,36.475369,-78.315078,0
61697,Lamesa II,TX,Dawson,50.0,32.713326,-101.885218,0
62822,"Broad River Solar, LLC",NC,Cleveland,50.0,35.188,-81.751,0
62959,Whitehorn Solar,VA,Pittsylvania,50.0,36.931378,-79.358743,0
63811,"Lick Creek Solar, LLC",NC,Stokes,50.0,36.283056,-80.128265,0
63827,Partin Solar,NC,Surry,50.0,36.26801,-80.821936,0
64702,"Stanly Solar, LLC",NC,Stanly,50.0,35.289722,-80.235556,0
67849,BT Signal Ranch,TX,Hunt,50.0,32.986,-96.085998,0
62950,Bluestone Solar,VA,Mecklenburg,49.9,36.811533,-78.483909,0
67024,Pitts Dudik Solar,TX,Hill,49.6,31.8932,-96.8751,0
62377,Moody Air Force Base Solar,GA,Lowndes,49.5,30.9574,-83.2229,0
63812,"Highest Power Solar, LLC",NC,Franklin,48.7,36.12,-78.25,0
59778,Eden Solar LLC,NC,Richmond,47.7,35.148503,-79.636372,0
64136,Sycamore Solar,VA,Pittsylvania,42.0,36.942634,-79.192804,0
58537,OCI Alamo Solar I Hybrid,TX,Bexar,40.7,29.271667,-98.444722,0
59164,Elm City Solar Facility,NC,Wilson,40.0,35.781111,-77.846944,0
62057,Hazlehurst III,GA,Jeff Davis,40.0,31.832474,-82.602139,0
66024,Bird Dog Solar,GA,Burke,40.0,33.126562,-81.999369,0
66418,Sonny Solar LLC,GA,Elbert,40.0,34.052037,-82.722204,0
58717,"OCI Alamo 4, LLC",TX,Kinney,39.6,29.33,-100.39,0
61976,Peony Solar,SC,Orangeburg,39.0,33.502,-81.254,0
66027,Wolfskin Solar,GA,Oglethorpe,38.0,33.881462,-83.246677,0
66358,"Virginia Line Solar, LLC",NC,Warren,35.0,36.523774,-78.285361,0
59666,Innovative Solar 47,NC,Robeson,33.8,34.801933,-79.332447,0
67488,TAI Huntsville Solar Hybrid,AL,Madison,32.4,34.829551,-86.630351,0
65219,"Caden Energix Endless Caverns, LLC",VA,Rockingham,31.4,38.613601,-78.677069,0
59876,Marine Corps Logistics Base Solar,GA,Dougherty,31.0,31.560729,-84.093261,0
59894,Pawpaw Solar Plant,GA,Taylor,30.5,32.572875,-84.256778,0
58710,Barilla Solar,TX,Pecos,30.2,30.96,-103.35,0
57699,Webberville Solar Project,TX,Travis,30.0,30.238492,-97.508812,0
58628,Simon Solar Farm LLC,GA,Walton,30.0,33.678056,-83.675833,0
59862,Fort Benning Solar Facility,AL,Russell,30.0,32.30404,-84.98993,0
59863,Fort Gordon Solar Facility,GA,Richmond,30.0,33.386625,-82.140117,0
60789,Bluebell Solar,TX,Sterling,30.0,31.87,-100.828,0
62932,Oberon IB,TX,Ector,30.0,31.692358,-102.69743,0
62669,Gaston Solar Power Plant,NC,Gaston,25.0,35.3224,-81.1343,0
64158,Mechanicsville Solar,VA,Hanover,25.0,37.665975,-77.207725,0
64211,Baxley,GA,Appling,25.0,31.877717,-82.333892,0
66880,Hayhurst Texas Solar,TX,Culberson,24.8,31.815992,-104.085297,0
63789,East Nash PV2,NC,Nash,23.4,35.955653,-78.093622,0
59117,DD Fayetteville Solar NC LLC,NC,Bladen,23.1,34.834444,-78.843611,0
62820,"Stony Knoll Solar, LLC",NC,Surry,22.6,36.288,-80.656,0
62821,"Speedway Solar NC, LLC",NC,Cabarrus,22.6,35.218,-80.536,0
59891,Butler Solar Farm 20,GA,Taylor,22.0,32.575542,-84.316547,0
62594,Ruff Solar LLC,NC,Rutherford,22.0,35.32062,-81.7634,0
57994,Apple Data Center PV,NC,Catawba,21.0,35.588135,-81.25198,0
58623,Holstein Plant,NC,Scotland,20.0,34.774167,-79.340833,0
58649,Montgomery Solar LLC,NC,Montgomery,20.0,35.344444,-79.768333,0
58701,Apple Data Center - PV2,NC,Catawba,20.0,35.738889,-81.207778,0
58844,"Dogwood Solar, LLC",NC,Halifax,20.0,36.125,-77.409167,0
58943,Halifax (NC),NC,Halifax,20.0,36.441944,-77.711389,0
59153,Watson Seed Farm PV1,NC,Nash,20.0,36.129722,-77.721389,0
59449,Decatur County Solar Project,GA,Decatur,20.0,30.965,-84.626111,0
59513,Meadows PV 1,NC,Martin,20.0,35.836944,-77.126944,0
59527,Kelford (Duke),NC,Bertie,20.0,36.148056,-77.211944,0
59535,SR Hazlehurst,GA,Jeff Davis,20.0,31.810278,-82.575,0
59685,Remington Solar Facility,VA,Fauquier,20.0,38.548333,-77.776389,0
59874,Richland Solar Center,GA,Twiggs,20.0,32.638034,-83.378924,0
59951,Five Forks Solar,NC,Warren,20.0,36.515544,-78.033704,0
60001,Vaughn Creek PV1,NC,Hertford,20.0,36.451012,-77.120595,0
60319,Whitehouse Solar Farm,VA,Louisa,20.0,38.023,-77.972,0
60637,Cork Oak Solar,NC,Halifax,20.0,36.371,-77.571,0
60915,Correctional Solar LLC,VA,New Kent,20.0,37.471464,-76.844612,0
60916,"Sussex Drive, LLC",VA,Sussex,20.0,36.940529,-77.41776,0
60968,Scott-II Solar LLC,VA,Powhatan,20.0,37.526244,-77.944637,0
61375,Hecate Energy Cherrydale LLC,VA,Northampton,20.0,37.37,-75.917171,0
61406,Essex Solar Center,VA,Essex,20.0,37.834094,-76.799967,0
61489,Cameron Solar,SC,Calhoun,20.0,33.574,-80.707,0
61778,North 301 Solar,NC,Halifax,20.0,36.213,-77.624,0
61973,Blackville Solar II,SC,Barnwell,20.0,33.344319,-81.261774,0
62011,Richmond Spider Solar,VA,Spotsylvania,20.0,38.247123,-77.786223,0
62436,SR Arlington I,GA,Early,20.0,31.402919,-84.836814,0
63777,Pinson Solar Farm,SC,Spartanburg,20.0,34.72,-82.06,0
63787,Pleasant Hill PV1,NC,Northampton,20.0,36.53115,-77.550375,0
63814,SR Odom,GA,Colquitt,20.0,31.06987,-83.596183,0
64012,"Energix Nokesville, LLC",VA,Prince William,20.0,38.672,-77.593,0
64015,"Energix Buckingham, LLC",VA,Buckingham,20.0,37.5064,-78.381,0
64086,Norge Solar Farm,VA,James City,20.0,37.365615,-76.775123,0
64093,Montross Solar,VA,Westmoreland,20.0,38.077,-76.786,0
64817,"Energix Leatherwood, LLC",VA,Henry,20.0,36.687071,-79.709472,0
65022,Briel Solar Farm,VA,Henrico,20.0,37.52364,-77.26358,0
65221,Watlington Solar,VA,Halifax,20.0,36.681547,-78.885955,0
65314,Caden Energix Wytheville LLC,VA,Wythe,20.0,36.964279,-81.049858,0
66999,Solidago Solar,VA,Isle of Wight,20.0,36.89,-76.71,0
68775,Winterberry Solar,VA,Gloucester,20.0,37.36,-76.53,0
